f1,precision,fitness,simplicity,generalization,n_clusters
0.7153660367157453,0.6430183003258962,0.8060577890458369,0.6000000000000001,0.6959867791030487,1
0.7256251026385738,0.6432225063938619,0.8322429157291467,0.6190476190476191,0.6732867882347127,1
0.7063190438606026,0.6244178728760226,0.812948676790259,0.6190476190476191,0.688469555964835,1
0.7183189696241467,0.6324435318275154,0.8311794835615245,0.6190476190476191,0.6641493901700384,1
0.7388914698034722,0.6630018529956763,0.8343999382864735,0.6271186440677966,0.6210204713928282,1
0.721273842373821,0.6389854512681858,0.8278892141492544,0.5925925925925926,0.6418478459745199,1
0.7192751764866334,0.6316462167689161,0.8351342501637198,0.6119402985074627,0.6543799627934366,1
0.6968675484696172,0.605632008154944,0.8204669339384336,0.6000000000000001,0.6216153256069212,1
0.6961600946348064,0.6111963190184049,0.8085598137613741,0.5925925925925926,0.6411414603457491,1
0.7218408755105362,0.6431302574560285,0.822504526245097,0.5862068965517241,0.7244562163054702,1
0.7247709057374058,0.6422836752899197,0.8315674838043174,0.6000000000000001,0.6784238980468551,1
0.710863687328456,0.6386691776522285,0.8014598926922005,0.6000000000000001,0.6241963265589969,1
0.7083453563649578,0.6090673575129534,0.8462907808452546,0.6190476190476191,0.6040831595875933,1
0.7252104031720485,0.6374807987711213,0.8409398866715941,0.6049382716049383,0.5963424434901298,1
0.6745003665492728,0.5801554529997571,0.8054890413590454,0.6000000000000001,0.755546243833297,1
0.7219202293211149,0.6423562412342216,0.823980718256729,0.6071428571428572,0.7256881173831835,1
0.7083512876313157,0.6456013014641472,0.784612646804389,0.6000000000000001,0.7799765449648904,1
0.70603934990005,0.6180661577608142,0.823212259964582,0.5666666666666667,0.7090318883727948,1
0.7255823963827139,0.6483530622748328,0.8236981680612758,0.5925925925925926,0.7556266139727558,1
0.7315062719526091,0.6495991724851307,0.8370486246217531,0.5862068965517241,0.6942536578160634,1
0.7358471801161517,0.646049896049896,0.8546368753709876,0.6111111111111112,0.546389615183985,1
0.7155750022406611,0.6307613954672778,0.8267403885903266,0.6000000000000001,0.6630825790175339,1
0.7117944664701218,0.6398530529516089,0.8019625427990964,0.5925925925925926,0.7456019496357327,1
0.6943810616005114,0.6058730736561098,0.813171974103651,0.6271186440677966,0.6882963071591116,1
0.7179514573952245,0.6425472179683511,0.8134063702454642,0.6153846153846154,0.6992579312843319,1
0.8973792998667113,0.9891482391482391,0.8211925687042007,0.5625,0.7140640440607612,1
0.7103391537231819,0.6162266580811333,0.8383797151912861,0.6071428571428572,0.7180393992928156,1
0.7192135526315089,0.6384988511616032,0.82328805389844,0.5873015873015873,0.6292709114215118,1
0.71741434857186,0.6400711472493965,0.8160181637810342,0.6000000000000001,0.658536665022857,1
0.7029283692830288,0.6199186991869918,0.8116057221934878,0.6190476190476191,0.647281898001796,1
0.7418827774056223,0.651521086303695,0.8613457730160994,0.6000000000000001,0.6475600015127796,1
0.7141326923876504,0.6210391276459268,0.8400569594034797,0.6111111111111112,0.6003852588757974,1
0.723508951405851,0.6371943371943372,0.8368719840494033,0.6190476190476191,0.657768576981741,1
0.7100699083423955,0.6470661517378846,0.786666299498816,0.6153846153846154,0.728529379577749,1
0.7006726588937937,0.6369458128078818,0.7785689974348544,0.6071428571428572,0.7531272897512744,1
0.7141926314846408,0.6255936336798871,0.8320276100146551,0.5862068965517241,0.7082586492793225,1
0.6661284043373212,0.5579148124602671,0.8264218258032158,0.6190476190476191,0.6383097277741134,1
0.7064321224412219,0.6266751754945756,0.8094509401912572,0.6153846153846154,0.6945694046965366,1
0.7151506557084121,0.6289243437982501,0.8287770185815807,0.5862068965517241,0.7176679195631415,1
0.7212177652604319,0.6416229361320875,0.8233571495276465,0.5862068965517241,0.7081847327652893,1
0.7201360734424713,0.641255605381166,0.8211445760795002,0.5925925925925926,0.7417222584143093,1
0.7076498475951971,0.6208651399491094,0.8226384924225809,0.6000000000000001,0.6105952686021701,1
0.723714342230424,0.641423125794155,0.8302282660072122,0.6119402985074627,0.6688236448192133,1
0.6723864148923246,0.6011824116270477,0.762723311124595,0.6097560975609756,0.7899366171096373,1
0.7180980705123416,0.6471774193548387,0.806475310600985,0.6000000000000001,0.6648197307818036,1
0.7142999229472186,0.6258159871905407,0.8319256412054211,0.6271186440677966,0.6295529890005891,1
0.7166132430499327,0.6260120807094204,0.8378770995411684,0.6190476190476191,0.6697185912506824,1
0.7203048024785993,0.631961573412956,0.837361286727399,0.5744680851063829,0.7465167183474251,1
0.7242202791192586,0.6474260958205913,0.8216839919661275,0.6000000000000001,0.6458978730701284,1
0.7216774645108691,0.6315721147604829,0.8417716319627,0.5862068965517241,0.7233006366733308,1
0.7119773030885506,0.6460709362075447,0.7928575219595042,0.6000000000000001,0.7058246631655634,1
0.7207396104390463,0.6453555413196669,0.8160641788787091,0.6000000000000001,0.7569786687759004,1
0.7225695220664393,0.6469323213156231,0.8182348516476338,0.6190476190476191,0.7087841451932728,1
0.7114249816875057,0.6213032902317245,0.8321272478076471,0.5862068965517241,0.6863813884889027,1
0.7123320136292246,0.6228600849530184,0.831820454396433,0.6190476190476191,0.6351735687662947,1
0.7249236162468925,0.6434479193590075,0.8300242857505999,0.5744680851063829,0.7646401148715445,1
0.7246006729201276,0.6423748248184482,0.8309668493168603,0.6000000000000001,0.673491562558717,1
0.7129877620955077,0.6285533796588756,0.8236265776574311,0.6000000000000001,0.7361699984387856,1
0.7139832616053899,0.6273627362736274,0.8283549602575468,0.6000000000000001,0.625557576000598,1
0.6926552992131022,0.6054720898986198,0.809169301724638,0.6153846153846154,0.7265548849932945,1
0.7231376442575528,0.6420650095602294,0.8276429400436185,0.6000000000000001,0.6461681342843903,1
0.7284340208585985,0.6514455887827274,0.8260583475501082,0.625,0.6879386571462549,1
0.7099273989745911,0.639681737812579,0.7975040762573686,0.5744680851063829,0.7855079065911071,1
0.7145875310878795,0.635683489728633,0.815855356746475,0.6000000000000001,0.7042323843887508,1
