f1,precision,fitness,simplicity,generalization,n_clusters
0.8499465624436369,0.77486498649865,0.9411395321752319,0.5,0.6570178685578566,1
0.840573769653846,0.7601974844245916,0.9399560736271502,0.5104895104895105,0.6229477855267719,1
0.8274916596850179,0.74096733233291,0.9368948601147116,0.5182481751824817,0.6550476866116611,1
0.8352494560607526,0.7486655836621026,0.9444793760151935,0.5104895104895105,0.6027827596028963,1
0.8561226937143565,0.7954250677986087,0.9268490774572701,0.4964028776978417,0.5968315748131108,1
0.8360118435421496,0.7561228009658503,0.9347767823439113,0.5142857142857143,0.5901999255432264,1
0.8302126252730384,0.7386494584005532,0.9476882975948988,0.514705882352941,0.6058248105435633,1
0.8233252222383582,0.7372832033523455,0.9321029930717779,0.5107913669064748,0.6015105860569017,1
0.81426985953457,0.7152549560055126,0.9451033736244625,0.5111111111111112,0.6208340219666755,1
0.8449945399336151,0.7700340771682972,0.9361232785809542,0.5167785234899329,0.5894163554659071,1
0.8738188311105937,0.7927582612192999,0.9733445894412104,0.5353604186763967,0.6111688847782515,2
0.8648117725654202,0.7880046229963796,0.958208796101508,0.5480167808582649,0.5696446564316974,2
0.8305461275000056,0.7453310887952276,0.9377621547293369,0.5501600699778877,0.6051486810098192,2
0.8578715110316568,0.7788365180255349,0.9547587947120649,0.54731131528006,0.5606869272709856,2
0.8460913816258426,0.7770072618324402,0.9286589301255948,0.5343133650859749,0.5091522151845904,2
0.7703290399762894,0.6723910615957549,0.9016617302646455,0.541439794634729,0.5266780394764905,2
0.8566541993070056,0.7742121377047841,0.9587464127617537,0.5392523612997345,0.5355725837249735,2
0.831634560052632,0.7524810836423429,0.9293979159941929,0.5381017969072542,0.5357568582980766,2
0.8257215848466917,0.7272962989707705,0.9549561676946002,0.5517134554400933,0.537217839106818,2
0.8578266836410646,0.7747529592648915,0.9608554488327644,0.5470108975901543,0.5122616481846742,2
0.8693440267251581,0.7881249367097127,0.9692262544520388,0.5495607125741109,0.6118942143275674,3
0.8083905797656484,0.7338796131584777,0.899741546799812,0.5527540354806957,0.5503252892886191,3
0.8388165964564168,0.7641153974996495,0.929706232313303,0.5609121676884548,0.5531695829339633,3
0.816594201990949,0.7272794096090908,0.9309170651115427,0.5760381094880488,0.5253903351902349,3
0.8187332516425296,0.7362679938866038,0.9220014775138777,0.5832221819566167,0.5027712736619023,3
0.7896264934218448,0.6904086349508439,0.9221472511639988,0.5493886897856516,0.479849183460591,3
0.863626383208551,0.7761501173224418,0.9733253516915936,0.5750222611738717,0.5403124612300461,3
0.8123651609812885,0.7405620990385555,0.8995868697560438,0.55430714976758,0.5317947159750533,3
0.8114343165268545,0.7202804379556371,0.929002688190547,0.5505453061959387,0.511922308003533,3
0.8058901325069004,0.7147137578601414,0.9237309270185431,0.5678661833496641,0.49165371275868586,3
0.8794547554419848,0.8102367950764088,0.9616039013935256,0.5803075102150543,0.5924104566500329,4
0.8470841965065989,0.7757549454091818,0.9328588663421538,0.5561763783628617,0.5504414037345081,4
0.8289088366935983,0.7481078381290878,0.9292774493808176,0.5690693948488835,0.5810746710585332,4
0.8233775159067972,0.7368740109202028,0.9328920778423051,0.5577038049874936,0.5162661047287658,4
0.8380570201771059,0.7630365650929883,0.9294377569440337,0.5572565951936839,0.5114173613194906,4
0.8281478604945073,0.7547998014446287,0.91728555637906,0.5597137382065154,0.4893512016307506,4
0.8128027416714398,0.7184853868928776,0.9356244829444254,0.5545128260544201,0.0,4
0.7986260792264445,0.7037838369805826,0.9230115518641843,0.5750241269014718,0.5144222853611616,4
0.8332985245175807,0.7349191792845388,0.962087578776622,0.5835240259042962,0.5381774126194474,4
0.8204333250878852,0.7351012366338712,0.9281781899574026,0.5719469091478467,0.5057370571847347,4
0.8622241514868532,0.8126826828792869,0.9181978689780989,0.603861462313863,0.5706095861513303,5
0.8417502564589955,0.7481637301361008,0.962097378348507,0.6037083983327564,0.5542841973823172,5
0.8265713698896131,0.7505950795765616,0.9196607225175605,0.600998778862138,0.5596146081394912,5
0.8171005058452,0.7310225936671515,0.9261552939556911,0.5901230765733775,0.5198095650641633,5
0.7852535970888039,0.6762194185332447,0.9362086552982598,0.5941452497478134,0.4742214829086915,5
0.8095433972888363,0.7401407287163041,0.8933085441258531,0.6141976704526785,0.5191994773137342,5
0.822084651704127,0.736697010205377,0.9298611906179339,0.6088711220100866,0.5229337405784641,5
0.8199757029517332,0.7443463488909227,0.9127118428124427,0.5974843865503399,0.5236124866883035,5
0.8130010419981722,0.7250766128044841,0.9251919037581761,0.5873677992941412,0.48775712806639576,5
0.8262970156771898,0.7427182938698776,0.9310712567190259,0.5761801847866681,0.49420960991108326,5
0.830503353407488,0.7445632306466093,0.9388711881988906,0.6244595251982211,0.5627909187686768,6
0.846217788801643,0.7839534866439181,0.9192258942656307,0.5863276220640978,0.5118634468923782,6
0.8584756137760943,0.8015421507859661,0.9241154463296593,0.6020127231479585,0.5696949323939368,6
0.8211046254188806,0.7280523129930022,0.9414285373410433,0.6297725592917592,0.49754187686707757,6
0.831034420464726,0.7356432875908915,0.9548501924870998,0.631335952408123,0.49857428456546854,6
0.826572968329128,0.7461290420743399,0.9264591958086282,0.6153136601094756,0.4711542564360955,6
0.8294252305621185,0.7487931808026028,0.9295182371069275,0.6083496018570812,0.0,6
0.8045315320938288,0.7238894032939293,0.9053934214593524,0.6215440237109566,0.5404564979423243,6
0.8144190929225339,0.7201586936638086,0.9370707594137715,0.6158027953458864,0.49833286888158335,6
0.8290083350398835,0.7520128868841914,0.9235686598833917,0.588099599262358,0.4959873398875779,6
0.8601934276463614,0.8029523344649236,0.926222219248347,0.6349257233346437,0.5880567807673128,7
0.8460340074980133,0.7821215810600384,0.9213213885070951,0.6333760671871475,0.49577749073980976,7
0.8336806966436245,0.7916082021223594,0.8804763678655892,0.6364603555428225,0.5492291356448835,7
0.8135124303106517,0.7218930660418659,0.9317681840889548,0.6399460384722311,0.5173789979570876,7
